,CELA2A,CELA3A,CELA3B,CHGB,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRB2,CTRC,ERCC-00002,ERCC-00003,ERCC-00004,ERCC-00009,ERCC-00022,ERCC-00042,ERCC-00043,ERCC-00044,ERCC-00046,ERCC-00074,ERCC-00076,ERCC-00092,ERCC-00095,ERCC-00096,ERCC-00108,ERCC-00111,ERCC-00112,ERCC-00113,ERCC-00116,ERCC-00130,ERCC-00131,ERCC-00136,ERCC-00145,ERCC-00171,GCG,GP2,INS,MALAT1,PLA2G1B,PNLIP,PNLIPRP1,PRSS1,PRSS3,REG1A,REG1B,SCG5,SPINK1,SYCN,TRY6,TTR
GSM2172660,0.0,0.0,0.0,0.000527833046701631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005281304782244996,0.00039805285348009506,0.0004681201597769178,0.00026792442772572203,0.00027719388073949594,0.00036636604329202374,0.00033456378300429906,0.00023069745090489397,0.0004500933357875002,0.0005228829979690906,0.0003172600477731433,0.00031065294026599226,0.0002837812207465092,0.0005198108765885593,0.00041001210190297707,0.0002813339237546095,0.0,0.0004068268145105884,0.0002244841943993573,0.0005433115022701152,0.0003241756745834185,0.000379548760721288,0.0003530294212654975,0.0004072418989388882,0.0006544467154936471,0.0,0.00035183199140970947,0.000601275002290668,0.0,0.0,0.0,0.0,0.0002962652387784571,0.0,0.0,0.0004910691066850937,0.0002847323928870443,0.0,0.0,0.0005774839743502153
GSM2172661,0.0,0.0,0.0,0.0005594635121444658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005435378675193704,0.00044546323237889326,0.0004636362464897612,0.000280122967280035,0.00024952377860432265,0.00039834132349818785,0.00038492732197614173,0.00029227060216011823,0.00042701964382454234,0.0005134906680318786,0.0003294084972911288,0.00031030072722959404,0.00030053370263202035,0.0005534103776818962,0.000395045804715083,0.0003885875708605177,0.00030285306620666174,0.00046432947946068695,0.0002929504492157629,0.0005698953693401621,0.0,0.0004562169303714741,0.0003482395461561232,0.00039731817205019735,0.00066126923935633,0.0,0.00013693535416111447,0.0006204618963926777,0.0,0.0,0.0,0.0003077509073450365,0.0,0.0,0.0,0.0005316977514547388,0.0,0.0,0.0,0.0005894437015335183
GSM2172662,0.0,0.0,0.0,0.0005312350028508955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006513496187394947,0.00048478399914744455,0.0005730662320857704,0.00042779120214393317,0.0001785176171727479,0.000410160897805338,0.00045297655374396996,0.0,0.0005369382213937638,0.0006518556268581099,0.0003570352343454958,0.0003492597257121266,0.0003084465561825531,0.0006336966994355048,0.0004701634282421863,0.00029557881861137965,0.00014486839645679178,0.0005133672258107851,0.000367893560745243,0.0006608272981990023,0.0,0.000542286564187403,0.0003836503397300159,0.00048138914220299936,0.0008114016600742306,0.0,0.00033663643750033817,0.0007444578117831558,0.0,0.0,0.0,0.0,0.00013339224386560425,0.0,0.0,0.0005869880253132428,0.00029557881861137965,0.0,0.0,0.0007191318695251604
GSM2172663,0.0,0.0,0.0,0.0012036437637137284,0.0,0.0007548713891221042,0.0,0.0,0.0,0.000846724697784141,0.0,0.002190017097540994,0.0018183816283529578,0.0020113813562426205,0.0015816744477750307,0.001091977587292992,0.0013289787220007233,0.001733808449167237,0.001393828578637891,0.0019165098243142304,0.002213694413679122,0.0013010092210356185,0.0012471675287086391,0.0014594810222740783,0.002223690829382176,0.0017847026028643407,0.0016752738582925285,0.0,0.0018425677096850746,0.0015784971427712045,0.002281262352601416,0.001208064160221103,0.0018519457349002858,0.0015134683470061424,0.0017700764438674317,0.001787093528838344,0.0,0.0013289787220007233,0.0023090309218720905,0.0,0.0,0.0,0.0005810588391506122,0.0003140485366114846,0.0,0.0,0.00128287649546427,0.0,0.0,0.0005216233284639766,0.0015371943576559174
GSM2172664,0.0,0.0,0.0,0.0005254007574723001,0.0,0.0,0.0,0.00028759557805605466,0.0,0.0,0.0,0.0005297180954343803,0.00044226396710121116,0.0004789727350644601,0.00026879610150283903,0.0001282483332127883,0.0003598651551240826,0.0003543388340996029,0.0002789494658541879,0.00044947980253138686,0.0005348190662040449,0.000331741069784864,0.0003198957512626557,0.0002542938264388821,0.0005451222244804572,0.0003227435517544443,0.00032868443782944987,0.0,0.00044300638784348863,0.0002983781994900443,0.0005573148499892789,0.0,0.0004487088135839605,0.00034563265409529785,0.000427402718766201,0.000665788630184081,0.0,0.0004094430117102103,0.000615665855371979,0.0,0.0,0.0,0.00014971181519754065,0.0,0.0,0.0,0.0005304944491549987,0.0,0.0,0.0001045820112413415,0.0005907303456981724
GSM2172665,0.0,0.0,0.00010319192157732844,0.00046089522761530823,0.0,0.00022413969167898987,0.0,0.0,0.0,0.0,0.0,0.0005058754679983032,0.00042049141346576813,0.00045297590022456193,0.0003482833306403102,0.00016957762548244098,0.0003039798607712222,0.00034149991021623414,0.00022413969167898987,0.0004191547355335518,0.0005107298368055643,0.00020137263972872072,0.00033485035920526165,0.0,0.0005104045004905988,0.00035029024129344503,0.0002386135199019195,0.00027426554046842326,0.00040425889872943295,0.00011976025363834852,0.0005236574216532302,0.00022644369923303405,0.0003803376875931088,0.00035532335550831067,0.00037835291130409153,0.00021245181949625447,0.0,0.000572431357583517,0.0005746869710917289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045067550210000176,0.0,0.0,0.0,0.00042175976820649143
GSM2172666,0.000258873134858349,0.0,0.0,0.0004745598843938676,6.074182746392162e-05,0.0,0.0,0.0,0.0,0.0001801388349781035,0.0,0.0005162277046177579,0.0004273009711530461,0.00046485287472587715,0.000363456107876429,0.00013738947993050573,0.0003664617170664617,0.00035055589206379925,0.00011497147869987616,0.0004448373099765634,0.0005172032297932627,0.0002823056525171958,0.0003383887597875864,0.00028263972963061656,0.000519642631273067,0.00038664096736506733,0.00031134741345272644,0.00012148365492784324,0.0004038637214455785,0.0,0.0005349868086088471,0.0,0.0004202784493252856,0.0003383887597875864,0.0004208009611907359,0.0005096820219437943,0.0,0.0005487927372221134,0.0005769419161183921,0.0,0.0,0.0,0.0002449780621386185,0.0,0.0,0.0,0.0004472132986997574,0.0,0.0,0.0,0.0004492301133717103
GSM2172667,0.0,0.0,0.0,0.0007496309049498834,0.0,0.0,0.0,0.0,0.00012810403397762877,0.0003381611521864593,0.0,0.000777407794083457,0.0006210858974810767,0.0006959077802015258,0.0005666910407880009,0.0004568617531410789,0.0005804373080661813,0.000647583731073126,0.0,0.0006542000195460626,0.0007657296912940761,0.000484117325641876,0.0004586334274952891,0.0004998913196535362,0.0007900052751253649,0.0006070019583910568,0.0,0.0005075588435494336,0.0006716905332960681,0.0005350911576058974,0.0008094037610726735,0.0,0.0006824480578129786,0.0005772309442187252,0.0006461965640245303,0.0008767982042139463,0.0,0.0004124467125217638,0.0008656979228807534,0.0,0.00027830630805739646,0.0,0.0,0.0,0.0,0.0,0.0006290319609912932,0.0,0.0,5.5171404428802145e-05,0.0007618266645642068
GSM2172668,0.0,0.0,0.00013060055384326075,0.0,0.0,0.0,0.0,0.000387315176363335,0.0,0.0,0.0,0.0008224789006977571,0.0006256167534860962,0.0006539771824352638,0.0004498559383827846,0.0003368060194724814,0.0005281323726439543,0.00044712299624868976,0.00021300032909588515,0.0005891375557602842,0.00082480762838842,0.0004156569417207966,0.0003368060194724814,0.0,0.0008345444558083108,0.0006173270113632432,0.000387315176363335,0.0,0.000598007127159003,0.0,0.000877051357858692,0.00032959910101049747,0.0006091252942330293,0.00045514026377304413,0.0006316219568119278,0.00013060055384326075,0.0,0.0,0.0009203477022627609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM2172669,0.0012601983397197995,0.0013885638355426583,0.001277108438533761,0.0,0.0014161134905533261,0.0016544391233903415,0.0012999249662392237,0.0016207904749330428,0.001353721126341193,0.0014444937104067426,0.0014068799295978021,0.0011169782100349795,0.0007885109732754063,0.0009185341224303299,0.0006239271395062865,0.0,0.0006626607711259999,0.0005595068515346425,0.0004947489230565018,0.0008601452838218513,0.0011128362146849862,0.00039207924515836603,0.0004278875169271035,0.00019603962257918302,0.0011384879152035617,0.000644342860589498,0.00039207924515836603,0.0002473744615282509,0.0008572437084366813,0.00019603962257918302,0.0011338925637147214,0.0,0.0006792721012484055,0.0005881188677375491,0.0006907885456356849,0.0003472339560813423,0.0013909312726487822,0.0003197268533433085,0.001350062506034353,0.0013445253095613204,0.0014594705299182825,0.0011342026297431187,0.0016669327207118943,0.0010940741691529328,0.0015534641331147409,0.0012561777911165475,0.0,0.0012745872245517854,0.0011549445949798995,0.0013136989134197872,0.0
GSM2172670,0.0,0.0,0.0,0.000559419883453565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005468565973895739,0.00041654837559285503,0.0004841429125386811,0.0003119517331635756,0.0,0.0003525057839738716,0.00017326197554700675,0.0003116214594374417,0.0004348058704359831,0.0005293252171414163,0.00033310144451656866,0.00029665108399025284,0.0002683918494382496,0.0005429708507153219,0.00033145902589591013,0.00032545957004674917,0.0002529364047504968,0.00042385123090999007,0.0003641837603078003,0.0005599060799589804,0.0002588097942447769,0.0004364379689172252,0.0003999518767394585,0.00042764989261141886,0.0006764519078635212,0.0,0.00021805339141404832,0.000595918677089087,0.00016233279557954143,0.0,0.0,0.0,0.0003446446583257662,0.0,0.0,0.0005223611212068133,0.00018529108600145961,0.0,0.0,0.000617588484078208
GSM2172671,0.0,0.0,0.0,0.0007878456872902745,0.0,0.0,0.0,0.00035934620358946947,0.0,0.0,0.0,0.0007592498321316242,0.0005874494929652105,0.0006214724027238407,0.0004700387522004477,0.00034525103353824307,0.0005302765596885988,0.00039838211326547563,0.0,0.0005716622154693566,0.0007203954659008376,0.0003107800079874209,0.00041818063452157676,0.0003261901909090807,0.0007417734148139249,0.0005278196346210683,0.0005062393907524212,0.0,0.0005552824906206406,0.00033516489034437846,0.0007692504694665145,0.0,0.0005864187671886577,0.0004307869210253021,0.0005293018527520787,0.0009391057741668985,0.0,0.0001443217663750623,0.0008915840793672015,0.0,0.0003577007967778143,0.0,6.215600159748418e-05,0.0,0.0,0.0,0.0007144431852552387,0.0,0.0,0.0,0.0008425437520050914
GSM2172672,0.0,5.561477673464854e-05,0.00018474828932571702,0.0003324250884259449,0.0,0.0,0.0,0.0,0.00011122955346929707,5.561477673464854e-05,0.0,0.0005988241474644876,0.00040256226349258607,0.000443654641895242,0.00029597784279501406,0.0002728956249361143,0.0003036250705685942,0.0003555073062848447,0.00023190944795544317,0.00040670435284475615,0.0005502137558073668,0.0002755265217017856,0.00021728084820146583,0.0,0.0005972435659189459,0.0003420168130258008,0.00033114129843643417,0.0,0.00043384530626340985,0.0,0.0006288791056903509,0.00024036306606036557,0.0003970645544492169,0.00022245910693859415,0.0003200567835658405,0.00011122955346929707,0.0,0.0007149855940684571,0.0006634224672496295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005455233525863007,0.0,0.0,0.0,0.0004870866286792426
GSM2172673,0.0,0.0,0.0,0.0005414317470564267,0.0,0.0,0.0,0.0,0.00013527075872469627,0.0003719881802591646,0.0,0.0007228524378867612,0.0005189748189274271,0.0006328470022497218,0.0004974379089963422,0.000389488286018702,0.00047300548050175734,0.0004914987755559392,0.00040186621638863213,0.0006062641850066233,0.0007111692070301431,0.0004290878103920212,0.00039411623345597213,0.0,0.0007178554686501799,0.00048306862970813727,0.0004946884493433696,0.00045796718697285727,0.0006207500278330845,0.0004373496328981164,0.000742886275676061,0.0,0.0005811707790199531,0.00043961695188365684,0.0005728884478695967,0.0008069486591981822,0.0,0.0003207446003217587,0.000774040971265381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000628819828191745,0.0,0.0,0.0,0.0007420165658249327
GSM2172674,0.0,0.0,0.0,0.0,0.0002035077433892126,0.0003025096218357933,0.0003507065901783322,0.0,0.0,0.0,0.0,0.0007537340489136172,0.0005002925440266248,0.0006343295104687615,0.0004935825527788455,0.0,0.000468535239649488,0.00044669695294144955,0.0002772767796700386,0.0005732956340916119,0.0007348590003887339,0.00044358981777076054,0.0003657927834493467,0.0003585400928216644,0.0007331268040647476,0.0005218947231716756,0.0004023169907338566,0.0003703455362988642,0.0005808275447015373,0.0,0.0007562671038221943,0.0,0.0005853802975510547,0.0004778629169249595,0.0005287413279993282,6.783591446307086e-05,0.0,0.00013567182892614173,0.0007867960620991218,0.0,0.0001753532950891661,0.0,0.0,0.0,0.00029318194456032194,0.0,0.0,0.0,0.0,0.0,0.0
GSM2172675,0.0,0.0,8.187595945576118e-05,0.0005131543824796349,0.0,0.00030636990438078334,0.0,0.0,0.0,0.0,8.187595945576118e-05,0.0006221184495832351,0.0004287203128901981,0.0005547081436190944,0.00037392135945911274,0.0002944731948107098,0.00044944713157925987,0.00041499039609176026,0.00035923972642732673,0.0005139879385104044,0.0006290930539460746,0.00037441328672381367,0.0,0.0003155540276379606,0.0006367294076832056,0.00046119096579313475,0.000392210985603839,0.0,0.000510989554050243,0.0,0.0006601638741104581,0.00014502228139261103,0.00041805547781338187,0.0003432081830178295,0.00046550178762966624,0.0003319678492510551,0.0,0.0007213416454761974,0.0007247558187175791,0.0,0.0,0.0,0.00035297328833387476,0.0,0.0002885078751471613,0.0,0.0005841365459718453,0.0,0.0,0.0,0.0003361795183576207
GSM2172676,0.0,0.0,0.0,0.0005024867068898928,9.931776639334605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00047807477091893675,0.0003492544520601767,0.0004017078569389329,0.0003398557287656092,0.00021341483980061548,0.00029451260578717593,0.0003240698600824738,0.00026301301529054854,0.0003954007406854647,0.00045780990528308265,0.0,0.00023223382272210164,0.00022312645516182788,0.00048063302282278924,0.00035365211154917645,0.00029743766475633234,0.00027662117955428947,0.0003827879815599788,0.0,0.0004979686770250942,0.0,0.00036135829532209945,0.0002791997980155228,0.0003454664684613716,0.00012763298439009187,0.0,0.0005547779367188524,0.0005407604633180295,0.0,0.0,0.0,0.00012763298439009187,0.0,8.921162765256154e-05,0.0,0.0004565325860053622,0.0,0.0,7.684271347506067e-05,0.0004626700280223569
GSM2172677,0.0,0.0006332459712960007,0.0,0.0,0.0,8.324155060697993e-05,0.0,0.0006094886480512345,0.00019328089501633488,0.0004043858708536585,0.0,0.001173370720889393,0.0008925120442656979,0.0010429285940955618,0.0009016807042723755,0.0007301523845740256,0.0008041130369429282,0.0008904321636762523,0.0006964256339914435,0.0009532594516812055,0.0011268287408434895,0.000616769190577405,0.0008006493235437019,0.0006953288942022324,0.0011694886860943083,0.0009308915091345976,0.00084666452813427,0.000625618508435392,0.0010014226811089918,0.0,0.001196803869547809,0.0006509638228555236,0.000995569106087823,0.0007245264297871674,0.000899888745823687,8.324155060697993e-05,0.0,0.0011057530527690215,0.001276825996651551,0.0,0.0003536040730850966,0.0,0.0006601668734354063,0.00023368857681621224,0.000371210002761163,0.0,0.0006792403428268833,0.0004001716780301721,0.0,0.0003402467449540901,0.000536320607067604
GSM2172678,0.0,0.0,0.0,0.0004978658848907128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005896456506741888,0.0004350061331884678,0.0005052376008332146,0.000401727652485096,0.00016808412291302992,0.00046482051188592445,0.00039857929743094216,0.0002923126214195804,0.0004773798587687066,0.0005554962160747806,0.0003477140963187787,0.0,0.00022067447653767997,0.0005797158707890168,0.0004516006827787268,0.00035340038093195614,0.00031100170827795277,0.00047379042010193114,0.0,0.0006036822917051962,0.0,0.0004901026544566321,0.00039039207053043987,0.0004416017775336516,0.0006544825924653201,0.0,0.00028458122265364244,0.0006293544577168674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005428446193854131,0.00019461485424783598,0.0,0.0,0.0006275014602290779
GSM2172679,0.0,0.0,0.0,0.00046218007544594384,0.00013072668812218224,0.0,0.0,0.00010117932330082435,0.0,0.0,0.0,0.0005138065578433272,0.00039218006436654676,0.0004499309953312586,0.00029075468889948433,0.00018510583173852557,0.00035773154992739173,0.00035899312232735256,0.0,0.0004162629312817188,0.0005136644871654126,0.00028147336755205365,0.00018510583173852557,0.0002235113937488569,0.0005188658270865026,0.0003630243908323712,0.00024593420930904276,0.0,0.00039031076168862493,0.0,0.0005343020806393051,0.0,0.0004129104163196268,0.0003246907170496812,0.000385310391870176,0.0006070920315048412,0.0,0.00031826635599324903,0.0006193075920608638,6.906563283904288e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004983384578573361,0.00021588189198800368,0.0,0.0,0.0006165139798043229
GSM2172680,0.00027686885624233685,0.0,0.0,0.0,0.00023686515131773054,0.000343784948493134,0.0,0.0002891957410407465,8.174648515223741e-05,0.00022257166459209072,0.0,0.00048289197664578914,0.00039069741308229235,0.0004150370936417556,0.0002989666840168751,0.0,0.0003225738507425868,0.00029910757716409143,0.0002744125032518984,0.0003940391609853067,0.0004644951440842098,0.0,0.00023920620839193506,0.00026085720203040366,0.00048270669407270167,0.0003647670374446206,0.0003415775523432617,0.0002520725414420198,0.00039549412668468805,0.0,0.0004906347045978502,0.00022320262856949548,0.0003783153787199563,0.0003198424428473085,0.0003806849435796101,7.041258971992666e-05,0.0,0.0002199663783019724,0.0005057079600724312,0.0,0.0,0.0,0.00014082517943985332,0.0,9.10069520023372e-05,0.0,0.0,0.0,0.00024316602687450125,0.0,3.520629485996333e-05
GSM2172681,0.0,0.0,0.0,0.0006026291806940712,0.0,0.0,0.0,0.00025748974269616923,5.957751657200579e-05,0.0,0.0,0.0006267338031852394,0.00040632932515733604,0.0005203923071506632,0.0002864102675364005,0.00022046300863125934,0.00031489113828398174,0.0003675888090214622,0.00025748974269616923,0.0004190338754320242,0.0006317929457441738,0.0003601099908138126,0.00015400564622472822,0.0002268327509643947,0.0006170116888830685,0.0003808383971891229,0.0003212608806171172,0.0,0.00046778770863419576,0.0,0.0006555203939310434,0.0,0.00040632932515733604,5.957751657200579e-05,0.000427166325593468,0.000902214663441456,0.0,0.0002695025874014816,0.0007664162632185077,0.0,0.0,0.0,0.00015400564622472822,0.00011915503314401158,0.0,0.0,0.000610333756156549,0.00018885625930544484,0.00016725523439238893,0.0,0.0007661969531463356
GSM2172682,0.0007663685879225057,0.0008091637544680465,0.0007767224746154733,0.0,0.000812285336844562,0.0009140810188278399,0.0006943336179859656,0.0008909178292077865,0.0007325976906691459,0.0008011140167937772,0.0007721209289253656,0.0006863587915781738,0.0004067485818447516,0.0005804939452336824,0.00037175536427451516,0.0002909678959454299,0.00033999746649111145,0.00040456858908146086,0.00035442924288112766,0.0005471670218120857,0.0006910143130120697,0.00037485923339912285,0.00033304054862403726,0.00034646288402205973,0.0006888645684114149,0.00045813815806431746,0.000356317049360673,0.0,0.0005352728682276841,0.00016404520207403427,0.0006938199165232095,0.0002947053687787815,0.0005658137144971308,0.00039888009084162193,0.0004966833088610296,0.0,0.0007738370875928127,6.34613469356978e-05,0.0007828027693498108,0.000792733926806409,0.0008068767691197257,0.0006338052264085446,0.0009127021083657175,0.0006546132850639584,0.0008875208563872629,0.0007621820984571729,0.00021081403132508855,0.0007043378227567964,0.0007121370334717442,0.0007435923408294414,0.0
GSM2172683,0.0,0.0,0.0,0.000509898377899163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005994931142910597,0.0004627043128938348,0.0005337110277274985,0.00031631763123812605,0.00029353344034249506,0.0004132009875168483,0.0004313131585945258,0.0003001831273570118,0.0005095150106714513,0.0005858765339923392,0.0003174097500176748,0.0003301742194363755,0.0002965717541139603,0.0006064961212756112,0.00041281870092381147,0.0004085971179698564,0.00030360729675226903,0.0005041253273575313,0.0,0.0006263434643442431,0.0003353252696000759,0.0004730264569295896,0.00041358107494186423,0.00044773521398287514,0.0007097527514950316,0.0,0.00024850881737863644,0.0006359811524945558,0.0,0.0,0.0,0.00014517432320359554,0.00032836392313109086,0.0,0.0,0.000576669689487815,0.0,0.0,0.0,0.0006709749380870893
GSM2172684,0.0,0.0,0.0,0.0004794607212289243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006553509634170876,0.0004614116020706542,0.00054123190461404,0.00041175130075601874,0.00014332395992259014,0.00036082647153917036,0.0004184396480827838,0.0,0.0005236814572203112,0.0006584329150898173,0.0003829544570331446,0.0003651050648826899,0.0,0.0006581342830760252,0.00044356220992019943,0.00029705095086634897,0.0,0.0005277098083863082,0.00030965978864266495,0.0006843867348482886,0.000311309138314555,0.0004996299844385841,0.0003651050648826899,0.0004469275126192616,0.0007690355202051354,0.0,0.00019180914172882153,0.0007294338967066482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005925644970491156,0.0002508101422424486,0.0,0.0,0.0007421753651997133
GSM2172685,5.8618055580560086e-05,0.0,0.0,0.0005252178912558926,0.0,9.290741996037623e-05,5.8618055580560086e-05,5.8618055580560086e-05,0.0,0.00011723611116112017,0.0,0.0006078456335921918,0.00040832073036051414,0.0005257258085670404,0.00033734031546168883,0.0,0.00032559919803479916,0.00041850661799517535,0.0002574691068159078,0.0005019020023172203,0.0006148944907766556,0.00025334302128129157,9.290741996037623e-05,0.0,0.0006253373310973858,0.00039978562948822006,0.00032737964228261656,0.0,0.00047122580012195613,0.0,0.0006534274778581566,0.0,0.00047438168788641445,0.0004020015111428128,0.0004338251621410133,0.0,5.8618055580560086e-05,0.0007970572903738335,0.0007607134022904745,0.0,5.8618055580560086e-05,0.0,0.0001515254755409363,0.0,0.0,0.0,0.0005755461958018696,0.0,0.00011723611116112017,9.290741996037623e-05,0.0005900545756451287
GSM2172686,0.0,0.0,0.0,0.0004713185840746581,0.0,0.0,0.00010937639743757843,0.0,0.0,0.00018723007331144313,0.00021623178309254605,0.00048203338752046216,0.00037256695912706847,0.00043097216213393215,0.00034914810915528347,0.00020212618822632253,0.00037945120879898694,0.0003296754677534182,0.00022173448505235572,0.000416830009736354,0.0004743153901389128,0.0002768070821577781,0.0003582463343640325,0.00023488377709720337,0.000489242593695482,0.00036830672502176414,0.0003217253647271403,0.0,0.0004068471392108704,0.0,0.00048787138506129325,0.0002507361948334586,0.00039947237118365635,0.0003212572169785837,0.0003880826494663417,0.0005601450618422588,0.0,0.0003433632251562702,0.0005458539216664671,0.0,0.0,0.0,0.00013801764696365029,3.450441174091257e-05,0.0,0.0,0.0004448103114193758,0.0,0.0,0.00011936565295899295,0.000516516082555041
GSM2172687,0.0,0.0,0.0,0.00042731228791844284,0.0,0.0,0.0,0.0002400737251299685,0.0,4.718928326776061e-05,0.0,0.0005341405737338602,0.000413920301256443,0.00045397127844399936,0.0002004566547328033,0.00021636109421859068,0.00035863443992026,0.00017462109807463223,0.00023594641633880307,0.00039822053916898584,0.000528185363731006,0.0001567594058647721,0.00026632952846178355,0.00019677577209837834,0.0005317820110426603,0.00034508970528089177,0.0002494143424899411,0.00028313569960656366,0.00041105671229047023,0.0,0.000555195418438918,0.0,0.00039098219229322296,0.00032593121681560215,0.0003793508253522943,0.00022924464128847258,0.0,0.0006340135051769582,0.0005796164746633439,0.0,0.0,0.00010957012259701149,0.0,0.0,0.0,0.0,0.00047676691032686716,0.0,0.0,0.0,0.0004689722561409332
GSM2172688,0.0,0.0,0.0,0.000637622593769432,0.00020275101716655213,0.0,0.0,0.0,0.0,0.0,0.0,0.0006394070897072983,0.0004965189929930785,0.0005804001225405134,0.0003925042071223392,0.0002770317118067993,0.0004553523732897498,0.0004354202437802025,0.0,0.0005402290658776645,0.000633095489840038,0.00037161948493177595,0.00031085232938848656,0.00034996420658777203,0.0006305919972356312,0.000501089776769735,0.0004057492270249311,0.000372410235663998,0.0005063605419822765,0.0002799530240789982,0.0006575642854154723,0.0003370244040025694,0.0004962408110562744,0.00039309563373762183,0.0004949044753704058,0.0007643394717556408,0.0,0.0003494241118495663,0.0007044282482384936,0.00025021781931992886,0.0,0.0,0.0,0.0,0.0,0.0,0.0005813821969638423,0.0,0.0,0.0,0.000711422364127856
GSM2172689,0.0,0.00023470706923953057,0.000214299565340325,0.0,0.0,0.0,0.0,0.0001454963752174198,0.00019471646520359087,0.0,0.0,0.0006414656634225369,0.0005031703056771281,0.000559041473092638,0.00020178205641272886,0.0003091126925514829,0.00035882343704031727,0.00042983261880016774,0.0,0.0005060939320888732,0.0006383963988563901,0.0,0.00037313785324781236,0.0003015534641192223,0.0006557368659471026,0.0004681512347482115,0.00017842138804422154,0.00028635131157559774,0.0005162763305387024,5.6285681195309044e-05,0.0006810570365234311,0.00020828177025774874,0.0005070455414925619,0.0003389730747650101,0.00047139479943093533,0.0,0.0,0.00023470706923953057,0.0006748512053303492,0.00025100214639889985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM2172690,0.0,0.0,0.0,0.0006540969642577107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007753812155674147,0.0005001375415028693,0.0006731829086420537,0.00044878860576136906,0.00029222799721089203,0.0004569060290361165,0.0004199696337825164,0.0,0.0005712050193627882,0.0008086702958440126,0.0003739905048011409,0.00039807011494445975,0.00022439430288068453,0.0007703612011697234,0.0005392534207103711,0.00041547269772034185,0.0,0.000570115001515789,0.00029919240384091274,0.0008205968685891064,0.00031773691102228435,0.0006025198288737708,0.00042428664341814077,0.0005129639548568783,0.0010535107092788135,0.0,7.479810096022819e-05,0.000948975246005962,0.00019335028610734497,0.0,0.0,0.0,0.0,0.0,0.0,0.0007880185912642889,0.0005175178309516764,0.0,0.0,0.0009483681279406185
GSM2172691,0.0,0.0,0.0,0.0007182371632915019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001002318305290811,0.0006656097164080252,0.0008457429488174293,0.0006345156747101859,0.00044890246339361546,0.0007806891596786684,0.0005948549873561471,0.0004067283146371228,0.0007885984417038435,0.0009825293566682607,0.0004827698058212544,0.0004922673130786342,0.0002566169953245341,0.0009566369694662691,0.0006513546534883321,0.0005731489026075117,0.0003757144331816956,0.0007491696419149181,0.0,0.0010255000807375754,0.0003566912081995932,0.0007717643062973833,0.0005928483303163164,0.0006949292002312061,0.00013557610487904094,0.00013557610487904094,0.001060621815060439,0.0011329986050236177,0.0,0.0,0.0,0.00038145531427664225,0.0,0.0,0.0,0.0007582336048128491,0.00017107799688302275,0.0,0.00017107799688302275,0.0006962490704474421
GSM2172692,0.0011990110155936193,0.0013039874680048948,0.001300582245020142,0.0,0.0013514200078927976,0.0015859249048584129,0.0012498311655480792,0.0015645972410926374,0.0012375697344865393,0.0013888855220990258,0.001277388664989334,0.0011023071560603032,0.000618289412780296,0.000753132049960802,0.00048216439665172003,0.00031159422113188445,0.0006371081929798445,0.0005794838463711454,0.00019105312196895442,0.0006837603856409032,0.0009650067826455661,0.00040042886389794074,0.0,0.00019105312196895442,0.001075089577904928,0.0005665961701738202,0.0004321353202948145,0.00040042886389794074,0.000778626987278324,0.0,0.0011201066633934303,0.0,0.000778626987278324,0.0005731593659068632,0.0005665961701738202,0.00040042886389794074,0.001323558093651014,0.0,0.001327978180265014,0.001233716142878798,0.0012875282185770055,0.0010423741436906171,0.0015929600173765048,0.001049178103751174,0.001465916204240281,0.001244759160806214,0.0,0.0009347826633956532,0.0009472096663540922,0.001261776678610991,0.00024108219832586001
