Accession,Age
GSM2173433,5
GSM2173434,44
GSM2173435,5
GSM2173436,44
GSM2173437,44
GSM2173438,44
GSM2173439,5
GSM2173440,44
GSM2173441,44
GSM2173442,44
GSM2173443,5
GSM2173444,44
GSM2173445,44
GSM2173446,44
GSM2173447,5
GSM2173448,5
GSM2173449,44
GSM2173450,44
GSM2173451,5
GSM2173452,44
GSM2173453,44
GSM2173454,5
GSM2173455,44
GSM2173456,5
GSM2173457,5
GSM2173458,44
GSM2173459,44
GSM2173460,5
GSM2173461,44
GSM2173462,44
GSM2173463,5
GSM2173464,44
GSM2173465,44
GSM2173466,44
GSM2173467,44
GSM2173468,44
GSM2173469,44
GSM2173470,5
GSM2173471,44
GSM2173472,44
GSM2173473,44
GSM2173474,44
GSM2173475,44
GSM2173476,44
GSM2173477,5
GSM2173478,5
GSM2173479,44
GSM2173480,44
GSM2173481,44
GSM2173482,44
GSM2173483,44
GSM2173484,5
GSM2173485,44
GSM2173486,44
GSM2173487,44
GSM2173488,44
GSM2173489,44
GSM2173490,44
GSM2173491,44
GSM2173492,44
GSM2173493,44
GSM2173494,5
GSM2173495,44
GSM2173496,44
GSM2173497,44
GSM2173498,44
GSM2173499,44
GSM2173500,44
GSM2173501,44
GSM2173502,44
GSM2173503,44
GSM2173504,5
GSM2173505,44
GSM2173506,44
GSM2173507,5
GSM2173508,44
GSM2173509,5
GSM2173510,44
GSM2173511,44
GSM2173513,44
GSM2173515,5
GSM2173516,44
GSM2173517,44
GSM2173518,44
GSM2173519,44
GSM2173520,5
GSM2173521,5
GSM2173522,44
GSM2173523,5
GSM2173524,5
GSM2173525,5
GSM2173526,5
GSM2173527,5
GSM2173528,5
GSM2173529,5
GSM2173530,5
GSM2173531,5
GSM2173532,5
GSM2173533,5
GSM2173534,5
GSM2173535,5
GSM2173536,5
GSM2173537,5
GSM2173538,5
GSM2173539,5
GSM2173540,5
GSM2173541,5
GSM2173542,5
GSM2173543,5
GSM2173544,5
GSM2173545,5
GSM2173546,5
GSM2173547,5
GSM2173548,5
GSM2173549,5
GSM2173550,5
GSM2173551,5
GSM2173552,5
GSM2173553,5
GSM2173554,5
GSM2173555,5
GSM2173556,5
GSM2173557,5
GSM2173558,5
GSM2173559,5
GSM2173560,5
GSM2173561,5
GSM2173562,5
GSM2173563,5
GSM2173564,5
GSM2173565,5
GSM2173566,5
GSM2173567,5
GSM2173568,5
GSM2173569,5
GSM2173570,5
GSM2173571,5
GSM2173572,5
GSM2173573,5
GSM2173574,5
GSM2173575,5
GSM2173576,5
GSM2173577,5
GSM2173578,5
GSM2173579,5
GSM2173580,5
GSM2173581,5
GSM2173582,5
GSM2173583,5
GSM2173584,5
GSM2173585,5
GSM2173586,5
GSM2173587,5
GSM2173588,5
GSM2173589,5
GSM2173590,5
GSM2173591,5
GSM2173592,5
GSM2173593,5
GSM2173594,5
GSM2173595,5
GSM2173596,5
GSM2173597,5
GSM2173598,5
GSM2173599,5
GSM2173600,5
GSM2173601,5
GSM2173602,5
GSM2173603,5
GSM2173604,5
GSM2173605,5
GSM2173606,5
GSM2173607,5
GSM2173608,5
GSM2173609,5
GSM2173610,5
GSM2173611,5
GSM2173612,5
GSM2173613,5
GSM2173614,5
GSM2173615,5
GSM2173616,5
GSM2173617,5
GSM2173618,5
GSM2173619,5
GSM2173620,5
GSM2173621,5
GSM2173622,5
GSM2173623,5
GSM2173624,5
GSM2173625,5
GSM2173626,5
GSM2173627,5
GSM2173628,5
GSM2173629,5
GSM2173630,5
GSM2173631,5
GSM2173632,5
GSM2173633,5
GSM2173634,5
GSM2173635,5
GSM2173636,5
GSM2173637,5
GSM2173638,5
GSM2173639,5
GSM2173640,5
GSM2173641,5
GSM2173642,5
GSM2173643,5
GSM2173644,5
GSM2173645,5
GSM2173646,5
GSM2173647,5
GSM2173648,5
GSM2173649,5
GSM2173650,5
GSM2173651,5
GSM2173652,5
GSM2173653,5
GSM2173654,5
GSM2173655,5
GSM2173656,5
GSM2173657,5
GSM2173658,5
GSM2173659,5
GSM2173660,5
GSM2173661,5
GSM2173662,5
GSM2173663,5
GSM2173664,5
GSM2173665,5
GSM2173666,5
GSM2173667,5
GSM2173668,5
GSM2173669,5
GSM2173670,5
GSM2173671,5
GSM2173672,5
GSM2173673,5
GSM2173674,5
GSM2173675,5
GSM2173676,5
GSM2173677,5
GSM2173678,5
GSM2173679,5
GSM2173680,5
GSM2173681,5
GSM2173682,5
GSM2173683,5
GSM2173684,5
GSM2173685,5
GSM2173686,5
GSM2173687,5
GSM2173688,5
GSM2173689,5
GSM2173690,5
GSM2173691,5
GSM2173692,5
GSM2173693,5
GSM2173694,5
GSM2173695,5
GSM2173696,5
GSM2173697,5
GSM2173698,5
GSM2173699,5
GSM2173700,5
GSM2173701,5
GSM2173702,5
GSM2173703,5
GSM2173704,1
GSM2173705,1
GSM2173706,1
GSM2173707,1
GSM2173708,1
GSM2173709,1
GSM2173710,1
GSM2173711,1
GSM2173712,1
GSM2173713,1
GSM2173714,1
GSM2173715,1
GSM2173716,1
GSM2173717,1
GSM2173718,1
GSM2173719,1
GSM2173720,1
GSM2173721,1
GSM2173722,1
GSM2173723,1
GSM2173724,1
GSM2173725,1
GSM2173726,1
GSM2173727,1
GSM2173728,1
GSM2173729,1
GSM2173730,1
GSM2173731,1
GSM2173732,1
GSM2173733,1
GSM2173734,1
GSM2173735,1
GSM2173736,1
GSM2173737,1
GSM2173738,1
GSM2173739,1
GSM2173740,1
GSM2173741,1
GSM2173742,1
GSM2173743,1
GSM2173744,1
GSM2173745,1
GSM2173746,1
GSM2173747,1
GSM2173748,1
GSM2173749,1
GSM2173750,1
GSM2173751,1
GSM2173752,1
GSM2173753,1
GSM2173754,1
GSM2173755,1
GSM2173756,1
GSM2173757,1
GSM2173758,1
GSM2173759,1
GSM2173760,1
GSM2173761,1
GSM2173762,1
GSM2173763,1
GSM2173764,1
GSM2173765,1
GSM2173766,1
GSM2173767,1
GSM2173768,1
GSM2173769,1
GSM2173770,1
GSM2173771,1
GSM2173772,1
GSM2173773,1
GSM2173774,1
GSM2173775,1
GSM2173776,1
GSM2173777,1
GSM2173778,1
GSM2173779,1
GSM2173780,1
GSM2173781,1
GSM2173782,1
GSM2173783,1
GSM2173784,1
GSM2173785,1
GSM2173786,1
GSM2173787,1
GSM2173788,1
GSM2173789,1
GSM2173790,1
GSM2173791,1
GSM2173792,1
GSM2173793,1
GSM2173794,1
GSM2173795,1
GSM2173796,1
GSM2173797,1
GSM2173798,1
GSM2173799,1
GSM2173800,1
GSM2173801,1
GSM2173802,1
GSM2173803,1
GSM2173804,1
GSM2173805,1
GSM2173806,1
GSM2173807,1
GSM2173808,1
GSM2173809,1
GSM2173810,1
GSM2173811,1
GSM2173812,1
GSM2173813,1
GSM2173814,1
GSM2173815,1
GSM2173816,1
GSM2173817,1
GSM2173818,1
GSM2173819,1
GSM2173820,1
GSM2173821,1
GSM2173822,1
GSM2173823,1
GSM2173824,1
GSM2173825,1
GSM2173826,1
GSM2173827,1
GSM2173828,1
GSM2173829,1
GSM2173830,1
GSM2173831,1
GSM2173832,1
GSM2173833,1
GSM2173834,1
GSM2173835,1
GSM2173836,1
GSM2173837,1
GSM2173838,1
GSM2173839,1
GSM2173840,1
GSM2173841,1
GSM2173842,1
GSM2173843,1
GSM2173844,1
GSM2173845,1
GSM2173846,1
GSM2173847,1
GSM2173848,1
GSM2173849,1
GSM2173850,1
GSM2173851,1
GSM2173852,1
GSM2173853,1
GSM2173854,1
GSM2173855,1
GSM2173856,1
GSM2173857,1
GSM2173858,1
GSM2173859,1
GSM2173860,1
GSM2173861,1
GSM2173862,1
GSM2173863,1
GSM2173864,1
GSM2173865,1
GSM2173866,1
GSM2173867,1
GSM2173868,54
GSM2173869,54
GSM2173870,54
GSM2173871,54
GSM2173872,54
GSM2173873,54
GSM2173874,54
GSM2173875,54
GSM2173876,54
GSM2173877,54
GSM2173878,54
GSM2173879,54
GSM2173880,54
GSM2173881,54
GSM2173882,54
GSM2173883,54
GSM2173884,54
GSM2173885,54
GSM2173886,54
GSM2173887,54
GSM2173888,54
GSM2173889,54
GSM2173890,54
GSM2173891,54
GSM2173892,54
GSM2173893,54
GSM2173894,54
GSM2173895,54
GSM2173896,54
GSM2173897,54
GSM2173898,54
GSM2173899,54
GSM2173900,54
GSM2173901,54
GSM2173902,54
GSM2173903,54
GSM2173904,54
GSM2173905,54
GSM2173906,54
GSM2173907,54
GSM2173908,54
GSM2173909,54
GSM2173910,54
GSM2173911,54
GSM2173912,54
GSM2173913,54
GSM2173914,54
GSM2173915,54
GSM2173916,54
GSM2173917,54
GSM2173918,54
GSM2173919,54
GSM2173920,54
GSM2173921,54
GSM2173922,54
GSM2173923,54
GSM2173924,54
GSM2173925,54
GSM2173926,54
GSM2173927,54
GSM2173928,54
GSM2173929,54
GSM2173930,54
GSM2173931,54
GSM2173932,54
GSM2173933,54
GSM2173934,54
GSM2173935,54
GSM2173936,54
GSM2173937,54
GSM2173938,54
GSM2173939,54
GSM2173940,54
GSM2173941,54
GSM2173942,54
GSM2173943,54
GSM2173944,54
GSM2173945,54
GSM2173946,54
GSM2173947,54
GSM2173948,54
GSM2173949,54
GSM2173950,54
GSM2173951,54
GSM2173952,54
GSM2173953,54
GSM2173954,54
GSM2173955,54
GSM2173956,54
GSM2173957,54
GSM2173958,54
GSM2173959,54
GSM2173960,54
GSM2173961,54
GSM2173962,54
GSM2173963,54
GSM2173964,54
GSM2173965,54
GSM2173966,54
GSM2173967,54
GSM2173968,54
GSM2173969,54
GSM2173970,54
GSM2173971,54
GSM2173972,54
GSM2173973,54
GSM2173974,54
GSM2173975,54
GSM2173976,54
GSM2173977,54
GSM2173978,54
GSM2173979,54
GSM2173980,54
GSM2173981,54
GSM2173982,54
GSM2173983,54
GSM2173984,54
GSM2173985,54
GSM2173986,54
GSM2173987,54
GSM2173988,54
GSM2173989,54
GSM2173990,54
GSM2173991,54
GSM2173992,54
GSM2173993,54
GSM2173994,54
GSM2173995,54
GSM2173996,54
GSM2173997,54
GSM2173998,54
GSM2173999,54
GSM2174000,54
GSM2174001,54
GSM2174002,54
GSM2174003,54
GSM2174004,54
GSM2174005,54
GSM2174006,54
GSM2174007,54
GSM2174008,54
GSM2174009,54
GSM2174010,54
GSM2174011,54
GSM2174012,54
GSM2174013,54
GSM2174014,54
GSM2174015,54
GSM2174016,54
GSM2174017,54
GSM2174018,54
GSM2174019,54
GSM2174020,54
GSM2174021,54
GSM2174022,54
GSM2174023,54
GSM2174024,54
GSM2174025,54
GSM2174026,54
GSM2174027,54
GSM2174028,54
GSM2174029,54
GSM2174030,54
GSM2174031,54
GSM2174032,54
GSM2174033,54
GSM2174034,54
GSM2174035,54
GSM2174036,54
GSM2174037,54
GSM2174038,54
GSM2174039,54
GSM2174040,54
GSM2174041,54
GSM2174042,54
GSM2174043,54
GSM2174044,54
GSM2174045,54
GSM2174046,54
GSM2174047,54
GSM2174048,54
GSM2174049,54
GSM2174050,54
GSM2174051,54
GSM2174052,54
GSM2174053,54
GSM2174054,54
GSM2174055,54
GSM2174056,54
GSM2174057,54
GSM2174058,54
GSM2174059,54
GSM2174060,54
GSM2174061,54
GSM2174062,54
GSM2174063,54
GSM2174064,54
GSM2174065,54
GSM2174066,54
GSM2174067,54
GSM2174068,54
GSM2174069,54
GSM2174070,54
GSM2174071,54
GSM2174072,54
GSM2174073,54
GSM2174074,54
GSM2174075,54
GSM2174076,54
GSM2174077,54
GSM2174078,54
GSM2174079,54
GSM2174080,54
GSM2174081,54
GSM2174082,54
GSM2174083,54
GSM2174084,54
GSM2174085,54
GSM2174086,54
GSM2174087,54
GSM2174088,54
GSM2174089,54
GSM2174090,54
GSM2174091,54
GSM2174092,54
GSM2174093,54
GSM2174094,54
GSM2174095,54
GSM2174096,54
GSM2174097,54
GSM2174098,54
GSM2174099,54
GSM2174100,54
GSM2174101,54
GSM2174102,54
GSM2174103,54
GSM2174104,54
GSM2174105,54
GSM2174106,54
GSM2174107,54
GSM2174108,54
GSM2174109,54
GSM2174110,54
GSM2174111,54
GSM2174112,54
GSM2174113,54
GSM2174114,54
GSM2174115,54
GSM2174116,54
GSM2174117,54
GSM2174118,54
GSM2174119,54
GSM2174120,54
GSM2174121,54
GSM2174122,54
GSM2174123,54
GSM2174124,54
GSM2174125,54
GSM2174126,54
GSM2174127,54
GSM2174128,54
GSM2174129,54
GSM2174130,54
GSM2174131,54
GSM2174132,54
GSM2174133,54
GSM2174134,54
GSM2174135,54
GSM2174136,54
GSM2174137,54
GSM2174138,54
GSM2174139,54
GSM2174140,22
GSM2174141,22
GSM2174142,22
GSM2174143,22
GSM2174144,22
GSM2174145,22
GSM2174146,22
GSM2174147,22
GSM2174148,22
GSM2174149,22
GSM2174150,22
GSM2174151,22
GSM2174152,22
GSM2174153,22
GSM2174154,22
GSM2174155,22
GSM2174156,22
GSM2174157,22
GSM2174158,22
GSM2174159,22
GSM2174160,22
GSM2174161,22
GSM2174162,22
GSM2174163,22
GSM2174164,22
GSM2174165,22
GSM2174166,22
GSM2174167,22
GSM2174168,22
GSM2174169,22
GSM2174170,22
GSM2174171,22
GSM2174172,22
GSM2174173,22
GSM2174174,22
GSM2174175,22
GSM2174176,22
GSM2174177,22
GSM2174178,22
GSM2174179,22
GSM2174180,22
GSM2174181,22
GSM2174182,22
GSM2174183,22
GSM2174184,22
GSM2174185,22
GSM2174186,22
GSM2174187,22
GSM2174188,22
GSM2174189,22
GSM2174190,22
GSM2174191,22
GSM2174192,22
GSM2174193,22
GSM2174194,22
GSM2174195,22
GSM2174196,22
GSM2174197,22
GSM2174198,22
GSM2174199,22
GSM2174200,22
GSM2174201,22
GSM2174202,22
GSM2174203,22
GSM2174204,22
GSM2174205,22
GSM2174206,22
GSM2174207,22
GSM2174208,22
GSM2174209,22
GSM2174210,22
GSM2174211,22
GSM2174212,22
GSM2174213,22
GSM2174214,22
GSM2174215,22
GSM2174216,22
GSM2174217,22
GSM2174218,22
GSM2174219,22
GSM2174220,22
GSM2174221,22
GSM2174222,22
GSM2174223,22
GSM2174224,22
GSM2174225,22
GSM2174226,22
GSM2174227,22
GSM2174228,22
GSM2174229,22
GSM2174230,22
GSM2174231,22
GSM2174232,22
GSM2174233,22
GSM2174234,22
GSM2174235,22
GSM2174236,22
GSM2174237,22
GSM2174238,22
GSM2174239,22
GSM2174240,22
GSM2174241,22
GSM2174242,22
GSM2174243,22
GSM2174244,22
GSM2174245,22
GSM2174246,22
GSM2174247,22
GSM2174248,22
GSM2174249,22
GSM2174250,22
GSM2174251,22
GSM2174252,22
GSM2174253,22
GSM2174254,22
GSM2174255,22
GSM2174256,22
GSM2174257,22
GSM2174258,22
GSM2174259,22
GSM2174260,22
GSM2174261,22
GSM2174262,22
GSM2174263,22
GSM2174264,22
GSM2174265,22
GSM2174266,22
GSM2174267,22
GSM2174268,22
GSM2174269,22
GSM2174270,22
GSM2174271,22
GSM2174272,22
GSM2174273,22
GSM2174274,22
GSM2174275,22
GSM2174276,22
GSM2174277,22
GSM2174278,22
GSM2174279,22
GSM2174280,22
GSM2174281,22
GSM2174282,22
GSM2174283,22
GSM2174284,22
GSM2174285,22
GSM2174286,22
GSM2174287,22
GSM2174288,22
GSM2174289,22
GSM2174290,22
GSM2174291,22
GSM2174292,22
GSM2174293,22
GSM2174294,22
GSM2174295,22
GSM2174296,22
GSM2174297,22
GSM2174298,22
GSM2174299,22
GSM2174300,22
GSM2174301,22
GSM2174302,22
GSM2174303,22
GSM2174304,22
GSM2174305,22
GSM2174306,22
GSM2174307,22
GSM2174308,22
GSM2174309,22
GSM2174310,22
GSM2174311,22
GSM2174312,22
GSM2174313,22
GSM2174314,22
GSM2174315,22
GSM2174316,22
GSM2174317,22
GSM2174318,22
GSM2174319,22
GSM2174320,22
GSM2174321,22
GSM2174322,22
GSM2174323,22
GSM2174324,22
GSM2174325,22
GSM2174326,22
GSM2174327,22
GSM2174328,22
GSM2174329,22
GSM2174330,22
GSM2174331,22
GSM2174332,22
GSM2174333,22
GSM2174334,22
GSM2174335,22
GSM2174336,22
GSM2174337,22
GSM2174338,22
GSM2174339,22
GSM2174340,22
GSM2174341,22
GSM2174342,22
GSM2174343,22
GSM2174344,22
GSM2174345,22
GSM2174346,22
GSM2174347,22
GSM2174348,22
GSM2174349,22
GSM2174350,22
GSM2174351,22
GSM2174352,22
GSM2174353,22
GSM2174354,22
GSM2174355,22
GSM2174356,22
GSM2174357,22
GSM2174358,22
GSM2174359,22
GSM2174360,22
GSM2174361,22
GSM2174362,22
GSM2174363,22
GSM2174364,22
GSM2174365,22
GSM2174366,22
GSM2174367,22
GSM2174368,22
GSM2174369,22
GSM2174370,22
GSM2174371,22
GSM2174372,22
GSM2174373,22
GSM2174374,22
GSM2174375,22
GSM2174376,22
GSM2174377,22
GSM2174378,22
GSM2174379,22
GSM2174380,22
GSM2174381,22
GSM2174382,22
GSM2174383,22
GSM2174384,22
GSM2174385,22
GSM2174386,22
GSM2174387,22
GSM2174388,22
GSM2174389,22
GSM2174390,22
GSM2174391,22
GSM2174392,22
GSM2174393,22
GSM2174394,22
GSM2174395,22
GSM2174396,22
GSM2174397,22
GSM2174398,22
GSM2174399,22
GSM2174400,22
GSM2174401,22
GSM2174402,22
GSM2174403,22
GSM2174404,22
GSM2174405,22
GSM2174406,22
GSM2174407,22
GSM2174408,22
GSM2174409,22
GSM2174410,22
GSM2174411,22
GSM2174412,22
GSM2174413,22
GSM2174414,22
GSM2174415,22
GSM2174416,22
GSM2174417,22
GSM2174418,22
GSM2174419,22
GSM2174420,22
GSM2174421,22
GSM2174422,22
GSM2174423,22
GSM2174424,22
GSM2174425,22
